"subject" "activity" "label" "tBodyAccMean-X" "tBodyAccMean-Y" "tBodyAccMean-Z" "tBodyAccStd-X" "tBodyAccStd-Y" "tBodyAccStd-Z" "tGravityAccMean-X" "tGravityAccMean-Y" "tGravityAccMean-Z" "tGravityAccStd-X" "tGravityAccStd-Y" "tGravityAccStd-Z" "tBodyAccJerkMean-X" "tBodyAccJerkMean-Y" "tBodyAccJerkMean-Z" "tBodyAccJerkStd-X" "tBodyAccJerkStd-Y" "tBodyAccJerkStd-Z" "tBodyGyroMean-X" "tBodyGyroMean-Y" "tBodyGyroMean-Z" "tBodyGyroStd-X" "tBodyGyroStd-Y" "tBodyGyroStd-Z" "tBodyGyroJerkMean-X" "tBodyGyroJerkMean-Y" "tBodyGyroJerkMean-Z" "tBodyGyroJerkStd-X" "tBodyGyroJerkStd-Y" "tBodyGyroJerkStd-Z" "tBodyAccMagMean" "tBodyAccMagStd" "tGravityAccMagMean" "tGravityAccMagStd" "tBodyAccJerkMagMean" "tBodyAccJerkMagStd" "tBodyGyroMagMean" "tBodyGyroMagStd" "tBodyGyroJerkMagMean" "tBodyGyroJerkMagStd" "fBodyAccMean-X" "fBodyAccMean-Y" "fBodyAccMean-Z" "fBodyAccStd-X" "fBodyAccStd-Y" "fBodyAccStd-Z" "fBodyAccJerkMean-X" "fBodyAccJerkMean-Y" "fBodyAccJerkMean-Z" "fBodyAccJerkStd-X" "fBodyAccJerkStd-Y" "fBodyAccJerkStd-Z" "fBodyGyroMean-X" "fBodyGyroMean-Y" "fBodyGyroMean-Z" "fBodyGyroStd-X" "fBodyGyroStd-Y" "fBodyGyroStd-Z" "fBodyAccMagMean" "fBodyAccMagStd" "fBodyBodyAccJerkMagMean" "fBodyBodyAccJerkMagStd" "fBodyBodyGyroMagMean" "fBodyBodyGyroMagStd" "fBodyBodyGyroJerkMagMean" "fBodyBodyGyroJerkMagStd" "NA"
27 4 2 0.277264567074468 -0.0167969215592152 -0.110848300413564 -0.660976085218085 -0.630460488658511 -0.68321532587766 -0.680741402410904 -0.636006561923702 -0.684283187726862 -0.51991012089109 -0.364134178098936 -0.630600246888298 0.59355419313484 0.471490612928191 0.6259523215325 -0.63196587197609 -0.852123322577128 -0.939170392446809 -0.895213520611702 -0.7219792355875 -0.714602208393617 -0.706267039655319 -0.183444709376596 -0.247560552707447 -0.194224097832447 -0.061445912002633 0.0770951010126702 -0.0270966772791489 0.184145278593351 0.0477651691537234 0.00777400567818617 0.146604362804072 -0.011052499000266 0.0784325730303191 0.0118459533414096 0.0410821088692287 -0.0347064481769947 -0.173875251923138 -0.22906639974617 0.210613966874601 0.627230079867021 0.032242387143617 0.14116869604876 -0.974620173404255 -0.972505174787234 -0.959200394414894 -0.975239206143617 -0.973279885 -0.959790530425532 0.563817813590425 0.0121125224547872 0.140384317364734 0.64591834856383 0.0496806550053192 0.13342810678484 -0.0866427569832447 0.422733475079787 -0.80617265837766 -0.641435777393617 -0.97709052106383 -0.975822306090426 -0.962165591994681 -0.790928166390957 -0.920042772635638 -0.842987072205851 -0.465144605258777 0.504870733537234
28 4 2 0.278739266553398 -0.0187975204834951 -0.107807008381068 -0.68398972178932 -0.606549833999029 -0.70744912 -0.705475860174951 -0.622652613631068 -0.71865292276699 -0.543606790245631 -0.360248535509709 -0.632626498567961 0.606687648601942 0.429642225458252 0.635493318902913 -0.650040312282524 -0.872783088592233 -0.937402557378641 -0.920373880145631 -0.750332645521602 -0.717563761747573 -0.754666613543689 -0.111485328567961 -0.127963848087379 -0.124696198462621 -0.105480412361165 0.111127801235777 -0.0397669166780583 0.112769182330374 -0.10573109227233 0.06186291675 0.158330968720291 -0.0389990336621359 0.0052471706173301 0.0163188144238835 0.0408934568355825 -0.0320676399059223 -0.0119711276898058 -0.272508679904417 0.0762001535047087 0.647073359805825 -0.137379481334951 -0.00797649700048543 -0.974479128592233 -0.959880660436893 -0.946447412281553 -0.974877262038835 -0.960891622572816 -0.94745211038835 0.582664742184466 -0.149393391660194 -0.00372232103543689 0.664769163592233 -0.121079895830097 -0.0179634343941748 -0.0178027151417476 0.436529697184466 -0.821599179271845 -0.634700768398058 -0.976097311796116 -0.964178912378641 -0.951198231796117 -0.721045108373786 -0.911376387194175 -0.828396439893204 -0.490684874941748 0.529301874864078
2 5 3 0.273113115788079 -0.0191323183174834 -0.115649958175497 -0.605586497159271 -0.428962986589404 -0.589360062210596 -0.639919016384106 -0.445338262615331 -0.594606120850662 -0.416420578870861 -0.275418067361589 -0.555696502761589 0.538656377546358 0.318318460882285 0.562573167028477 -0.529628436711921 -0.840523072980132 -0.879557611655629 -0.847662263278146 -0.722562962036424 -0.590041341054636 -0.626987517440397 -0.127386847614901 -0.0804409115324503 -0.143932743263212 -0.0234071015748344 0.0912011786905298 -0.0949577936180265 0.143357460992219 0.0113430073329801 0.0430372154178808 0.10722903416904 -0.0105897866226821 0.0481081102748344 0.0108255361380795 0.0465211738311258 -0.072892217110596 -0.186637683145695 -0.169618852403311 0.194535818751225 0.660782866688742 -0.147219886910411 0.134865335090728 -0.963015508245033 -0.960033560165563 -0.945365383907285 -0.964058628278146 -0.961047176456954 -0.94699783089404 0.601271544172185 -0.158538574278146 0.138289525513245 0.674060965529801 -0.130323319807947 0.124046365743775 0.102866914538411 0.42822278089404 -0.651005101721854 -0.798176141781457 -0.966865982483444 -0.964185348145695 -0.952294350331126 -0.525358962092391 -0.961231091907285 -0.520609917642384 -0.476265582149007 0.515337384543046
4 5 3 0.274183111498423 -0.0148081545344921 -0.107521430810726 -0.605211727785489 -0.509929384011325 -0.709492735962145 -0.635360700063407 -0.526101045697445 -0.703257427476341 -0.459450131033439 -0.27823594065552 -0.600998371952681 0.515024956477287 0.395015797552587 0.711234947066246 -0.578957880005994 -0.840810465018927 -0.917417242365931 -0.929176947129338 -0.689997581707256 -0.640857009545741 -0.713204519012618 -0.00418693194416404 -0.0487525091955836 -0.194791147813322 -0.132558727090852 0.169479898167823 -0.141780531941956 0.138864995587192 -0.0494223425205047 0.113311021834479 0.0376258641533123 0.0431115455275079 -0.00716880287681388 0.0449706776059937 -0.0434618190163091 -0.0395431975239748 -0.101111517690726 -0.089432559637224 0.0536488726544164 0.706593043123028 0.112591195496986 0.164130896618297 -0.962636979274448 -0.941416800167192 -0.941403426072555 -0.963924663123028 -0.942243368419558 -0.942726913769716 0.648488097962145 0.0974695644116719 0.167223772962145 0.720207393312303 0.118545742021735 0.151874410072555 -0.36002712889306 0.524694760063091 -0.66157235170347 -0.927201482208202 -0.967661044785489 -0.945716834258675 -0.947140747381704 -0.816338875530915 -0.854582180823344 -0.333854540404732 -0.469645888250473 0.506189607170347
9 5 3 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 -0.506111776081806 -0.585175212755556 -0.581992301567014 -0.499956158855139 -0.413249741433993 -0.305332138182292 -0.547845932083333 0.511255282418056 0.471525893135417 0.520373209975694 -0.507744814060069 -0.799754281774306 -0.938426428159722 -0.797355263545139 -0.656786396252187 -0.671451167535069 -0.52713869241875 -0.00969501642916667 -0.120812229065972 -0.0226297497642361 -0.243673420854861 0.160136958345486 0.0380598418390625 0.0804805530506944 -0.0755958865466667 0.018274565059375 0.175230553104514 0.0250155823381944 -0.118820987321354 0.0911470753329861 0.0370861027427083 -0.0267219547230208 -0.104215797987986 -0.265625276491319 0.0212079795342014 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208333 -0.920554317815972 -0.959551425659722 -0.951240639513889 -0.921847032229167 0.613698179270833 -0.0582706690319306 0.112577502752743 0.684042398576389 -0.0346887721770833 0.0866340220590625 -0.383766134317014 0.515609351038194 -0.953003848194444 -0.615731763055556 -0.961891714756944 -0.954830631631944 -0.926757245868056 -0.734369683628472 -0.660090265612153 -0.711773869798611 -0.503116858298958 0.557192314732639
10 5 3 0.276583204166667 -0.0194909304979167 -0.1121843393125 -0.838564338333333 -0.727853336020833 -0.854294969270833 -0.852963363333333 -0.744379039865625 -0.84536872021875 -0.738826018666667 -0.418254562509375 -0.712556701875 0.684446895197917 0.513240498729167 0.7665333984375 -0.8022738556875 -0.943854673541667 -0.946122092916667 -0.959754806666667 -0.8702643496875 -0.820281541604167 -0.830770125916667 -0.324633903114583 -0.3555319528125 -0.399777681025 0.0874623691729167 0.00319880551354167 0.0605701509166667 0.09630782189375 0.124732370640583 -0.0755125241572917 0.198903150764479 -0.0157409367041667 0.24365888090151 -0.076011129328125 0.0962233026186458 -0.115753993294792 -0.0996746113625 -0.077508900146875 0.172540671517708 0.441236068541667 0.2005691803125 -0.05453204484375 -0.968072754375 -0.953455064479167 -0.961197428552083 -0.9689672215625 -0.954596804791667 -0.961915703822917 0.382254348854167 0.180526226875 -0.0528236865364583 0.463033433854167 0.209196932395833 -0.0601384829270833 -0.160064549979167 0.170193649791667 -0.572996403958333 -0.631904764166667 -0.972020470104167 -0.958380641708333 -0.964827981875 -0.87833119871875 -0.770712005083333 -0.687072549677083 -0.389224101979167 0.430511470364583
28 5 3 0.276120153465909 -0.0196106242455114 -0.111939260223295 -0.608133788585227 -0.535146354788636 -0.660507169431818 -0.628908748538636 -0.551113781432386 -0.674217646193182 -0.476592629352273 -0.323597804839773 -0.604801184528409 0.525950901289773 0.372272291304227 0.586331174515909 -0.575855593000568 -0.816348327056818 -0.910104156761364 -0.892466838181818 -0.674768614823864 -0.657868605642045 -0.721597362727273 -0.102577887184545 -0.123374784085227 -0.109582775181818 -0.119302967786364 0.111425864958523 -0.0313470680240909 0.09258107128125 -0.05104112088125 0.0113198261496023 0.203169987227273 -0.0768907051123295 0.0387377664892045 0.020543107184358 -0.00258563596039773 -0.00277799402943182 0.0249090039596591 -0.235092787378977 -0.0349611787681818 0.596489908068182 -0.159514371232955 -0.0926602648977273 -0.973164266079545 -0.960933256704545 -0.945966059659091 -0.973881794772727 -0.962151543181818 -0.946593349261364 0.533524283125 -0.171314481647727 -0.0878916676534091 0.615140076988636 -0.143142384789773 -0.102546334130682 -0.0127624468477273 0.397576882670455 -0.847097150568182 -0.564001743636364 -0.976003254602273 -0.965932283863636 -0.949678316590909 -0.649560742607955 -0.943447049977273 -0.912627235261932 -0.501034675568182 0.537793916925057
29 5 3 0.279111521944767 -0.018471953048314 -0.108675612269477 -0.574295395364826 -0.598400275636657 -0.606461283926453 -0.603141656619186 -0.616667321107849 -0.609089488652326 -0.42094803981657 -0.331521838569128 -0.484698912237791 0.536995410770349 0.428903716593023 0.634366527610465 -0.56094602774157 -0.790598090851744 -0.93108213380814 -0.840475895034884 -0.67518873352157 -0.707637106406977 -0.652267052537209 -0.19494130547064 -0.246221839450581 -0.28144684211016 -0.0279391818020349 0.045668501141093 -0.0358756833060174 0.211912935537209 0.101013975268605 -0.0309367619295058 0.152844550385233 0.0410577831299419 0.142898969762209 -0.0474858435515988 0.00427495459593023 0.0316276245189826 -0.243535893867442 -0.0770946730880233 0.183195123992471 0.683067625610465 0.115489757911628 0.208215370043721 -0.973282885843023 -0.964643161017442 -0.941621790232558 -0.973888415 -0.965253652034884 -0.942927836482558 0.618860790523256 0.0947456465083139 0.21129501547436 0.699110558313954 0.129397272310988 0.19605375555439 -0.28104840652907 0.477045452063953 -0.706532947325581 -0.827849593924419 -0.975415126104651 -0.967716644098837 -0.948211111918605 -0.781653147332122 -0.905661064627907 -0.470423385980262 -0.494094960546512 0.532202428113953
30 5 3 0.276305836721932 -0.0175856077340209 -0.10589355727859 -0.615890785389034 -0.519047387875457 -0.522643273772115 -0.651964105332141 -0.533107564575979 -0.510898295241018 -0.415787613179896 -0.30577580727624 -0.503479014402089 0.545426927958225 0.412023923128982 0.566837275775457 -0.534488986323133 -0.851236944989556 -0.918447016501305 -0.806971026292428 -0.732005606851175 -0.643954052522193 -0.508534294662115 -0.120245714671279 -0.116427736583812 -0.155448142790601 -0.17692644552611 0.130240563369191 -0.0778014623644909 0.212282586390287 -0.0823363986243603 0.0418730690945431 0.141153824644987 0.0356405818094099 -0.0156962499742037 0.0262893863181723 -0.0120748324930809 0.0145664855963969 -0.143400125626815 -0.21257253859235 -0.0731762491522976 0.696858200678851 0.0512698188974987 0.184343178348037 -0.974319118563969 -0.952288292767624 -0.92943263464752 -0.975310618355091 -0.953717162845953 -0.931231008381201 0.63269743 0.0368179459830026 0.190908292042217 0.712696572558747 0.0627418254665796 0.169461940667102 -0.271152540078329 0.490312232820627 -0.751769094543081 -0.788431401932115 -0.977834433002611 -0.957724335195822 -0.936421760208877 -0.774330881023499 -0.904854693710183 -0.573220003138642 -0.567511762185379 0.604484448172324
10 6 1 0.276977089565657 -0.0170332984576263 -0.110873504487879 -0.391986316171717 -0.385673788492929 -0.498647004568434 -0.429751592449495 -0.403516009905556 -0.504657712515152 -0.215073231931818 -0.164524083766162 -0.380104681862626 0.312321518686869 0.36201752244899 0.557446868989899 -0.374793635835354 -0.686417372651515 -0.884350468737374 -0.812893051515152 -0.499925527551364 -0.555587083232323 -0.538650654415657 0.0817300352242424 -0.0612228451126263 -0.139528132724242 -0.179299246900505 0.162397440754495 -0.0469839715101919 0.114471278190909 0.0169542862924242 0.016423085649899 0.162084465451364 0.0411440260977778 0.0667564534944444 0.022082458589899 0.00991521565555556 -0.0859905358357576 -0.0911505068886364 -0.114040953428535 -0.0992548828313131 0.740684960252525 -0.207161356161616 0.108410428305944 -0.964710125 -0.95504237949495 -0.927801700555556 -0.965333752878788 -0.955802663484848 -0.929788663787879 0.679530605909091 -0.215478647311111 0.115784781746465 0.75260495 -0.190477815833333 0.0925154615265151 -0.352443980217677 0.549845056969697 -0.66755900050505 -0.946769552626263 -0.966495110656566 -0.95836913979798 -0.936441710252525 -0.686559137606061 -0.683656894928485 -0.367615645758081 -0.473209131156566 0.525082630429293
12 6 1 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 -0.613368757200625 -0.545491504041875 -0.704234186884375 -0.410079975391938 -0.305086800940625 -0.618252291449375 0.5120895829 0.378640087984813 0.63354799896875 -0.572795048652812 -0.8171896486 -0.91194764996875 -0.9218434819375 -0.67988949890625 -0.67564622308 -0.729741599584375 -0.097562542723125 -0.0882722758028125 -0.1062603179825 -0.130725506665 0.154562430197812 -0.065618629115 0.122884484280937 -0.0416706667115625 0.070652619435625 0.125574529696875 -0.0210160367833437 0.00808447278128125 0.0493367771765972 0.0183543787571875 -0.0947711891095938 -0.128058493534687 -0.271278503996875 0.0797941473284375 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.9468085636875 -0.96821422871875 -0.96152602228125 -0.9478879808125 0.63853439275 0.0133108475726875 0.0358628690946562 0.71395549184375 0.0439906811385313 0.0218415880757669 -0.331900779715625 0.51433695096875 -0.68721519559375 -0.8713941403125 -0.9700984428125 -0.96477041525 -0.95177693884375 -0.782011666203125 -0.865487648734688 -0.78508062673625 -0.441095691239313 0.486818567766875
13 6 1 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 -0.649847857647401 -0.462357631949541 -0.593588513895358 -0.494129249577982 -0.288709601924893 -0.581163451853211 0.516148540858104 0.36632507915948 0.545533073297859 -0.540566837427187 -0.854602793975535 -0.883344728165138 -0.847931425370031 -0.696128173366973 -0.594651965791131 -0.630954122356636 -0.0812983310917431 -0.0847419924954129 -0.114948504703364 -0.116474975340367 0.115634719241284 -0.0322968457125382 0.0761343748330887 -0.074185178643211 0.0648938643020489 0.146113815389144 -0.0725270158308257 -0.0150147978674924 0.0761504037422018 0.00803829983914373 -0.125352012545933 -0.0138155854840979 -0.190155707606972 0.155412659665443 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 -0.968063376391437 -0.954149091498471 -0.939697075718654 0.648658297954128 -0.0551690013357798 0.0486761245525994 0.724044518889908 -0.0290126958718654 0.0310714942922018 0.0155495775348318 0.45312162587156 -0.710095445657492 -0.772637564220183 -0.970350892477064 -0.956565509266055 -0.943865786330275 -0.603866557230887 -0.875130397027523 -0.706059874450153 -0.480581067585015 0.519306453520795
18 6 1 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 -0.721061079148352 -0.631131559879121 -0.704938687887363 -0.529364694091126 -0.37984550267033 -0.643620016318681 0.617816484065934 0.482745655942308 0.649558234532967 -0.658284761813187 -0.900988244862637 -0.945209675164835 -0.915424795961538 -0.781227643434066 -0.712455154697802 -0.728628399373626 -0.206287057792473 -0.165304166396703 -0.210904190587912 -0.115924158728571 0.0952421803809615 0.0385137969607143 0.0588047100633462 -0.034283383974533 0.0351668154134341 0.147881672156126 -0.00708539563098901 0.00369217974090659 0.0315753396863187 0.0399008538050549 -0.113544260114835 -0.197151763525 -0.199961004163297 0.126973451613294 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 -0.980647803681319 -0.970009248983516 -0.960386181208791 0.65023088532967 -0.0342032985082418 0.0904497672087912 0.734785191401099 0.00178247909340659 0.0829826092307692 0.0118104727743654 0.481117499587912 -0.714101820659341 -0.797089505741758 -0.982128838434066 -0.971482293681319 -0.963166645824176 -0.704778137507692 -0.940140565285714 -0.674487063202747 -0.469486007337912 0.506960308423077
20 6 1 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 -0.629864434955085 -0.37968974510678 -0.640832966078531 -0.469480156336723 -0.267492126262147 -0.550931965925593 0.491498650491836 0.306501626497175 0.621166267652542 -0.517952951845198 -0.819274287457627 -0.831435731384181 -0.87453697940678 -0.680399886714972 -0.528746114141525 -0.674629680892938 -0.118262311734096 -0.0815963806985876 -0.14017563070339 -0.148791080339915 0.124690480762288 0.00125153476975989 0.0828827947635593 -0.0771150946836158 0.0459502119698588 0.168113624990271 -1.96150252824861e-05 -0.0204539997478814 0.0500716305958475 0.0746318347537006 -0.0977093177017514 -0.0434095073931638 -0.249381223653192 0.13258042364339 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 -0.958907815 -0.953302069971751 -0.941988858293785 0.571094485949153 -0.0506897377062147 0.111377172763065 0.641879078474576 -0.0251949779799435 0.095488126194661 -0.0168816127463842 0.390892438785311 -0.553736857344633 -0.867885274350283 -0.961162576158192 -0.957071766892655 -0.945364262937853 -0.576779022323446 -0.923227050757062 -0.573418738337924 -0.506647050587006 0.54797758784435
24 6 1 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 -0.696740172598425 -0.604195294863517 -0.647960180979003 -0.540884458170079 -0.356933261887664 -0.570815375942257 0.600295213149606 0.421266969699528 0.584103490099737 -0.620085552028032 -0.882689745144357 -0.930897979947507 -0.880900483622047 -0.754116530997375 -0.718872099396325 -0.68574516287664 -0.114923738171916 -0.121335075597113 -0.117546581632546 -0.122615844007874 0.0964947440125984 -0.0173852402417323 0.104583255797323 -0.0439590945064331 0.0265778708632283 0.195614023320341 -0.0880287158243307 -0.0334577985023622 0.0867766136036745 0.0366051688580053 -0.146006860231759 -0.106098769647297 -0.303414071014698 0.084690275920105 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 -0.975985638818898 -0.961706164540682 -0.956950762099738 0.631059017821522 0.055384900832021 0.0629293277428609 0.712440644829396 0.0871546574435696 0.0532392147133333 -0.151951569514173 0.496511302965879 -0.747064674034121 -0.78751630124147 -0.977483860787402 -0.96422208167979 -0.960764367165354 -0.746204942353281 -0.901573568461942 -0.838932172782152 -0.487327417184777 0.520356899081365
